username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
IEEEorg,2017-03-20 11:55,3,6,"#Sony 's immersive #mixedreality cave at #SXSW didn't require a #VR headset: http:// engt.co/2nK2y6s via @engadget",,@engadget,#Sony #mixedreality #SXSW #VR,"843898687935987714",https://twitter.com/IEEEorg/status/843898687935987714
IEEEorg,2017-03-20 10:53,39,19,"Sending #WiFi on infrared rays would be 100 times faster and never be overloaded: http:// bit.ly/2nD5Tay via @physorg_com",,@physorg_com,#WiFi,"843883084403687426",https://twitter.com/IEEEorg/status/843883084403687426
IEEEorg,2017-03-20 09:35,5,5,"A point-and-click method makes #robot grasping control less tedious: http:// bit.ly/2mM3vuh via @IEEESpectrum",,@IEEESpectrum,#robot,"843863454947655682",https://twitter.com/IEEEorg/status/843863454947655682
IEEEorg,2017-03-20 08:30,6,8,"With new #tech revealing new #cybersecurity threats, are you prepared to protect your information? http:// bit.ly/IEEECyberSec #IEEECyberSec",,,#tech #cybersecurity #IEEECyberSec,"843847118020399109",https://twitter.com/IEEEorg/status/843847118020399109
IEEEorg,2017-03-20 07:45,18,23,"#TechHistory : Today in 1886, the first AC power plant in the U.S. began providing power to Main Street in Great Barrington, Mass.",,,#TechHistory,"843835773371764736",https://twitter.com/IEEEorg/status/843835773371764736
IEEEorg,2017-03-20 07:20,25,39,"How will you change the world? #MotivationMonday #quote #qotd #IEEE #Tech #Technology #Engineer #Engineering pic.twitter.com/v97VTwHDsx",,,#MotivationMonday #quote #qotd #IEEE #Tech #Technology #Engineer #Engineering,"843829492472856576",https://twitter.com/IEEEorg/status/843829492472856576
IEEEorg,2017-03-20 06:42,12,19,"#TechFact : #WiFi is often referred to as 802.11 #technology because it is based on the IEEE 802.11 standard. @IEEESA",,@IEEESA,#TechFact #WiFi #technology,"843820025836396545",https://twitter.com/IEEEorg/status/843820025836396545
IEEEorg,2017-03-17 13:23,14,17,"Could circular runways take off? http:// bbc.in/2mWQLDi via @BBCNews",,@BBCNews,,"842833669668659201",https://twitter.com/IEEEorg/status/842833669668659201
IEEEorg,2017-03-17 11:21,8,15,". @NASA wants to make a telescope out of the Sun: http:// engt.co/2n5Lmul via @engadget",,@NASA @engadget,,"842802967627644932",https://twitter.com/IEEEorg/status/842802967627644932
IEEEorg,2017-03-17 10:38,9,16,"Are you leaving your data exposed? Learn to navigate the year's biggest #cybersecurity challenges: http:// bit.ly/IEEECyberSec #IEEECyberSec",,,#cybersecurity #IEEECyberSec,"842792146356879362",https://twitter.com/IEEEorg/status/842792146356879362
IEEEorg,2017-03-17 09:44,20,12,"This #robot can assist with cochlear implantation: http:// bit.ly/2mCD9L7 via @PopSci",,@PopSci,#robot,"842778556770017283",https://twitter.com/IEEEorg/status/842778556770017283
IEEEorg,2017-03-17 09:17,0,1,"Hi Rebecca! Thanks for attending our event. You can check out all the pictures here: http:// bit.ly/2nzLFv9 #ieeesxsw",,,#ieeesxsw,"842771916293390336",https://twitter.com/IEEEorg/status/842771916293390336
IEEEorg,2017-03-17 09:02,8,5,"#Cloud education could help expand the #cybersecurity workforce: http:// bit.ly/2nzjb4A .",,,#Cloud #cybersecurity,"842767990835892224",https://twitter.com/IEEEorg/status/842767990835892224
IEEEorg,2017-03-17 08:22,13,15,"#TechHistory : Today in 1958, the U.S. launched the Vanguard 1 satellite, achieving the highest altitude of any man-made vehicle to that time",,,#TechHistory,"842757923591897088",https://twitter.com/IEEEorg/status/842757923591897088
IEEEorg,2017-03-17 08:09,9,12,"Researchers have developed a test strip that can identify blood type in less than a minute: http:// bit.ly/2nMw8Yb via @medical_xpress",,@medical_xpress,,"842754650268991488",https://twitter.com/IEEEorg/status/842754650268991488
IEEEorg,2017-03-17 07:31,8,9,"A #robotic kelp farm could produce tons of low-cost #energy that doesn't compete for land area: http:// bit.ly/2nzhwvZ via @IEEESpectrum",,@IEEESpectrum,#robotic #energy,"842745086786048004",https://twitter.com/IEEEorg/status/842745086786048004
IEEEorg,2017-03-17 06:36,16,15,"#TechFact : In 1985, #Dell built its first in-house designed computer called the “Turbo PC.”",,,#TechFact #Dell,"842731244257468416",https://twitter.com/IEEEorg/status/842731244257468416
IEEEorg,2017-03-16 12:20,8,8,"#Samsung says the future of TV is their colorful quantum dots: http:// bit.ly/2m4D4Uj via @WIRED",,@WIRED,#Samsung,"842455428755783680",https://twitter.com/IEEEorg/status/842455428755783680
IEEEorg,2017-03-16 11:19,10,14,"Could your brain be the ultimate security #password ? http:// bit.ly/2mxCDOj via @physorg_com #biometrics",,@physorg_com,#password #biometrics,"842440074998513665",https://twitter.com/IEEEorg/status/842440074998513665
IEEEorg,2017-03-16 09:42,2,2,"You can now go inside an active #volcano ...with #Google Street View: http:// read.bi/2nrhxW3 via @businessinsider",,@businessinsider,#volcano #Google,"842415667210928130",https://twitter.com/IEEEorg/status/842415667210928130
IEEEorg,2017-03-16 09:03,11,11,"This #machinelearning #AI taught itself to diagnose skin cancer: http:// bit.ly/2ndHncM",,,#machinelearning #AI,"842405852447424514",https://twitter.com/IEEEorg/status/842405852447424514
IEEEorg,2017-03-16 08:42,5,10,"This artist is reinventing the music album with #VR : http:// engt.co/2ndLbNU via @engadget #SXSW",,@engadget,#VR #SXSW,"842400566835875840",https://twitter.com/IEEEorg/status/842400566835875840
IEEEorg,2017-03-16 08:25,13,7,"#TechHistory : Today in 1999, Mac OS X Server 1.0 was released. It was the precursor of the OS X desktop version.",,,#TechHistory,"842396288603852801",https://twitter.com/IEEEorg/status/842396288603852801
IEEEorg,2017-03-16 07:39,3,9,"You may see payments differently in the future. #VISA wants you to pay with sunglasses: http:// bit.ly/2n2V40C via @AndroidAuth #SXSW",,@AndroidAuth,#VISA #SXSW,"842384710919675907",https://twitter.com/IEEEorg/status/842384710919675907
IEEEorg,2017-03-16 07:04,12,23,"In 1959, Luna 2 became the first spacecraft to reach the surface of the moon after a 34 hour flight. pic.twitter.com/hiMZWclX79",,,,"842375911047606273",https://twitter.com/IEEEorg/status/842375911047606273
IEEEorg,2017-03-16 06:29,4,7,"#TechFact : The planet Saturn is named after Saturn, the Roman god of agriculture.",,,#TechFact,"842367095509794816",https://twitter.com/IEEEorg/status/842367095509794816
IEEEorg,2017-03-15 12:27,17,21,"#Volvo is making an #electriccar with better range than the #Tesla Model 3: http:// bit.ly/2mZov3z via @BGR",,@BGR,#Volvo #electriccar #Tesla,"842094801487044611",https://twitter.com/IEEEorg/status/842094801487044611
IEEEorg,2017-03-15 11:28,19,13,"A company in Barcelona hopes to revolutionize #smartphone antennas, by removing them altogether: http:// bit.ly/2mZvhXc via @IEEESpectrum",,@IEEESpectrum,#smartphone,"842079953101434889",https://twitter.com/IEEEorg/status/842079953101434889
IEEEorg,2017-03-15 09:18,12,16,"Scientists developed a system that predicts the behavior of #tsunamis in less than ten minutes: http:// bit.ly/2m0xlPk via @physorg_com",,@physorg_com,#tsunamis,"842047237064675329",https://twitter.com/IEEEorg/status/842047237064675329
IEEEorg,2017-03-15 09:04,0,4,"#MWC17 showcased some of the biggest names and innovations in #tech . See our recap from this year: http:// bit.ly/2mNMn9O . #mwcIEEE",,,#MWC17 #tech #mwcIEEE,"842043716814667776",https://twitter.com/IEEEorg/status/842043716814667776
IEEEorg,2017-03-15 08:41,2,4,"You could soon pick your groceries up at an #Amazon drive-up store: http:// engt.co/2mswJhC via @engadget",,@engadget,#Amazon,"842037927332966400",https://twitter.com/IEEEorg/status/842037927332966400
IEEEorg,2017-03-15 08:24,12,12,"#TechHistory : Today in 1985, Symbolics registered the #Internet 's first dot-com domain name, symbolics[dot]com.",,,#TechHistory #Internet,"842033647481966593",https://twitter.com/IEEEorg/status/842033647481966593
IEEEorg,2017-03-15 07:44,2,8,"#SXSW - Last day to try our room-scale VR experience! Interact w/ physical objects in the virtual world http:// bit.ly/2m0sPjW #ieeesxsw pic.twitter.com/rYb9B7yWtr",,,#SXSW #ieeesxsw,"842023655055982593",https://twitter.com/IEEEorg/status/842023655055982593
IEEEorg,2017-03-15 07:30,6,7,"New #tech brings new #cybersecurity threats. See concerns we face today and how we can counter them: http:// bit.ly/IEEECyberSec #IEEECyberSec",,,#tech #cybersecurity #IEEECyberSec,"842020070649929728",https://twitter.com/IEEEorg/status/842020070649929728
IEEEorg,2017-03-15 07:12,7,13,"Washable heartbeat sensors can now be embroidered onto clothing: http:// bit.ly/2m0llgQ via @PopSci",,@PopSci,,"842015527992217600",https://twitter.com/IEEEorg/status/842015527992217600
IEEEorg,2017-03-15 06:52,21,21,"#TechFact : #Intel 's name is a combination of the words "INTegrated circuits" and "ELectronics."",,,#TechFact #Intel,"842010495448145920",https://twitter.com/IEEEorg/status/842010495448145920
IEEEorg,2017-03-14 13:25,17,21,"#Google 's #DeepMind wants to apply #AI to #energy use: http:// bit.ly/2mnC7BR via @CityAM",,@CityAM,#Google #DeepMind #AI #energy,"841747009224728577",https://twitter.com/IEEEorg/status/841747009224728577
IEEEorg,2017-03-14 12:31,6,15,"California could allow companies to test #autonomouscars without backup drivers by the end of the year: http:// reut.rs/2mVWIkn via @Reuters",,@Reuters,#autonomouscars,"841733420535431168",https://twitter.com/IEEEorg/status/841733420535431168
IEEEorg,2017-03-14 11:35,2,6,"See @NASA 's SLS Mars rocket test in 360-degree video: http:// engt.co/2nAasOP via @engadget",,@NASA @engadget,,"841719327049023489",https://twitter.com/IEEEorg/status/841719327049023489
IEEEorg,2017-03-14 09:20,19,20,"This plastic electrode stretches like rubber but carries #electricity like wires: http:// bit.ly/2noJTNs via @physorg_com",,@physorg_com,#electricity,"841685353996144640",https://twitter.com/IEEEorg/status/841685353996144640
IEEEorg,2017-03-14 08:44,5,6,"The Ghost Minitaur #robot wants to get a leg up on wheeled robots: http:// bit.ly/2mVF9Be via @PopSci",,@PopSci,#robot,"841676293880061952",https://twitter.com/IEEEorg/status/841676293880061952
IEEEorg,2017-03-14 08:23,82,98,"#TechHistory : Today in 1879, theoretical physicist #AlbertEinstein was born. He is best known for his mass-energy equivalence formula: E=mc2 pic.twitter.com/BYhqI7l4ay",,,#TechHistory #AlbertEinstein,"841671017747615744",https://twitter.com/IEEEorg/status/841671017747615744
IEEEorg,2017-03-14 07:38,2,5,"Find out how Drive.ai is mastering #autonomousdriving with #deeplearning : http:// bit.ly/2lWPz49 via @IEEESpectrum #AI",,@IEEESpectrum,#autonomousdriving #deeplearning #AI,"841659684528541698",https://twitter.com/IEEEorg/status/841659684528541698
IEEEorg,2017-03-14 07:20,10,9,"Explore some of the biggest #cybersecurity concerns we face today and learn how to counter them: http:// bit.ly/IEEECyberSec #IEEECyberSec",,,#cybersecurity #IEEECyberSec,"841655154709549063",https://twitter.com/IEEEorg/status/841655154709549063
IEEEorg,2017-03-14 06:48,249,229,"Happy #PiDay ! Did you know there are no zeros in the first 31 digits of Pi? How are you celebrating today? pic.twitter.com/xTPjJQUj10",,,#PiDay,"841647107211698177",https://twitter.com/IEEEorg/status/841647107211698177
IEEEorg,2017-03-14 06:17,44,67,"#TechFact : There are no occurrences of the sequence 123456 in the first million digits of pi. #PiDay",,,#TechFact #PiDay,"841639299456126976",https://twitter.com/IEEEorg/status/841639299456126976
IEEEorg,2017-03-13 13:24,12,9,". @NASA just released pictures of #Saturn 's moon, Pan: http:// bit.ly/2miVRHA via @PopSci",,@NASA @PopSci,#Saturn,"841384369361158145",https://twitter.com/IEEEorg/status/841384369361158145
IEEEorg,2017-03-13 12:20,20,12,"#Google 's new reCAPTCHA knows you're real and it's using #machinelearning and advanced risk analytics: http:// engt.co/2lTswHl via @engadget",,@engadget,#Google #machinelearning,"841368264089440258",https://twitter.com/IEEEorg/status/841368264089440258
IEEEorg,2017-03-13 11:26,10,13,". @elonmusk promised to make a 100MW battery storage farm in 100 days, or it's free: http:// bit.ly/2mDF6Jv via @verge",,@elonmusk @verge,,"841354674544472065",https://twitter.com/IEEEorg/status/841354674544472065
IEEEorg,2017-03-13 10:34,4,14,"#SXSW - Lazer sporting an IEEE collar, sitting front row at our wearables session #IEEETHAD #IEEESXSW pic.twitter.com/1iXJs8K8aR",,,#SXSW #IEEETHAD #IEEESXSW,"841341690170486786",https://twitter.com/IEEEorg/status/841341690170486786
IEEEorg,2017-03-13 09:43,12,12,"Your #smartphone can reveal your passcode to a thermal imaging camera for up to 30 seconds: http:// theatln.tc/2mSeQvL via @TheAtlantic",,@TheAtlantic,#smartphone,"841328755238924288",https://twitter.com/IEEEorg/status/841328755238924288
IEEEorg,2017-03-13 09:04,6,6,"How does your #cybersecurity plan measure up? IEEE surveyed CIOs & CTOs for thoughts on the biggest threats in 2017: http:// bit.ly/2me9076",,,#cybersecurity,"841318938390745089",https://twitter.com/IEEEorg/status/841318938390745089
IEEEorg,2017-03-13 08:41,14,13,"How do you test the future of #5G wireless internet? With these toaster-oven-sized radios: http:// bit.ly/2nwqadS via @techreview",,@techreview,#5G,"841313151681515520",https://twitter.com/IEEEorg/status/841313151681515520
IEEEorg,2017-03-13 08:36,2,7,"#SXSW - Fan of #wearables ? Attend our talk today w/ @ThadStarner , the technical lead behind #GoogleGlass http:// bit.ly/2luXiSH #IEEETHAD pic.twitter.com/tS5uAEILcb",,@ThadStarner,#SXSW #wearables #GoogleGlass #IEEETHAD,"841311912726003712",https://twitter.com/IEEEorg/status/841311912726003712
IEEEorg,2017-03-13 08:25,11,9,"#TechHistory : Today in 1969, Apollo 9 returned safely to Earth after orbital testing of the first crewed Lunar Module. @NASA",,@NASA,#TechHistory,"841309125506129920",https://twitter.com/IEEEorg/status/841309125506129920
IEEEorg,2017-03-13 08:23,1,4,"#SXSW - Thanks to everyone who came to #PartyLikeAnEngineer last night! We love you all! #IEEESXSW #SXSW2017 pic.twitter.com/BxEXJAZyDb",,,#SXSW #PartyLikeAnEngineer #IEEESXSW #SXSW2017,"841308618603548672",https://twitter.com/IEEEorg/status/841308618603548672
IEEEorg,2017-03-13 08:22,4,1,"CIOs and CTOs say their biggest challenge in 2017 will be online security threats. Are you prepared? http:// bit.ly/IEEECyberSec #IEEECyberSec",,,#IEEECyberSec,"841308369516449792",https://twitter.com/IEEEorg/status/841308369516449792
IEEEorg,2017-03-13 07:29,7,8,"This #drone goes from rigid to flexible when it crashes: http:// bit.ly/2nfJPTv via @IEEESpectrum",,@IEEESpectrum,#drone,"841295030899867652",https://twitter.com/IEEEorg/status/841295030899867652
IEEEorg,2017-03-13 07:06,20,43,"How do you define success? #MotivationMonday #Motivation #Quote #IEEE #Engineer #Engineering #Tech #Technology pic.twitter.com/PedrNnyaGj",,,#MotivationMonday #Motivation #Quote #IEEE #Engineer #Engineering #Tech #Technology,"841289262410694656",https://twitter.com/IEEEorg/status/841289262410694656
IEEEorg,2017-03-13 06:53,19,16,"#TechFact : The first graphical image displayed on a #Mac prototype was Scrooge McDuck playing the fiddle while sitting on money bags.",,,#TechFact #Mac,"841285971010310144",https://twitter.com/IEEEorg/status/841285971010310144
IEEEorg,2017-03-12 12:56,12,17,"Vint Cerf trying the IEEE UNIVRSE at #SXSW #IEEESXSW #ieeecerf https://www. pscp.tv/w/a5RN9jEzNjAw NjQwfDF2QUdSZ2JMcVJSSmxOxOSfC5Vmmgip8jymp-LqqG0cC__Hb-k6l1M4oO_74Q== …",,,#SXSW #IEEESXSW #ieeecerf,"841015095459119104",https://twitter.com/IEEEorg/status/841015095459119104
IEEEorg,2017-03-12 10:02,15,24,"#SXSW - Vint Cerf is excited to see kids building websites and writing programs. #STEM #IEEESXSW #IEEECERF @vgcerf pic.twitter.com/fn14I3OBIE",,@vgcerf,#SXSW #STEM #IEEESXSW #IEEECERF,"840971328983298048",https://twitter.com/IEEEorg/status/840971328983298048
IEEEorg,2017-03-12 09:27,17,18,"Vint Cerf on the amazing capabilities of the internet at #SXSW #IEEESXSW #IEEECERF @vgcerf pic.twitter.com/hf25VSPtpC",,@vgcerf,#SXSW #IEEESXSW #IEEECERF,"840962491396038657",https://twitter.com/IEEEorg/status/840962491396038657
IEEEorg,2017-03-12 08:58,3,26,"IEEE Tech for Humanity session with Vint Cerf #sxsw #ieeecerf https://www. pscp.tv/w/a5QWPjEzNjAw NjQwfDFkanhYdkFrZ3FSR1q0oDz70CIPD0Ny6Q9YwR4GOkw9biCKiGLlfgBqC41G7A== …",,,#sxsw #ieeecerf,"840955266417881089",https://twitter.com/IEEEorg/status/840955266417881089
IEEEorg,2017-03-12 07:53,8,12,"Hey #SXSW - Come experience the IEEE UNIVRSE room-scale VR activation at the Austin Convention Center - Stand #1809 #IEEESXSW pic.twitter.com/Xa2kdU3Xwq",,,#SXSW #1809 #IEEESXSW,"840938724540186628",https://twitter.com/IEEEorg/status/840938724540186628
IEEEorg,2017-03-12 06:22,14,28,"The exciting innovations presented at #SXSW make us wish we could be around to see it all unfold #IEEECERF #IEEESXSW http:// bit.ly/2lksp2z pic.twitter.com/mcuC6Rg9AJ",,,#SXSW #IEEECERF #IEEESXSW,"840915958176845824",https://twitter.com/IEEEorg/status/840915958176845824
IEEEorg,2017-03-11 09:48,32,26,"We need to mitigate the fear associated w/ #AI . It can make the world a better place, but we need to address the downsides #SXSW #ETHICALAI pic.twitter.com/W0cVZG12yE",,,#AI #SXSW #ETHICALAI,"840620582353944578",https://twitter.com/IEEEorg/status/840620582353944578
IEEEorg,2017-03-11 09:08,5,8,"#SXSW https:// twitter.com/IEEESA/status/ 840610023936012288 …",,,#SXSW,"840610425293139969",https://twitter.com/IEEEorg/status/840610425293139969
IEEEorg,2017-03-11 08:21,0,1,"@Carlile_Simon @poppycrum",,@Carlile_Simon @poppycrum,,"840598439310315520",https://twitter.com/IEEEorg/status/840598439310315520
IEEEorg,2017-03-11 08:19,21,25,"#ArtificialIntelligence and machine learning are significantly evolving our devices #IEEEHEAR #IEEESXSW #SXSW2017 #AI @StuartKarten pic.twitter.com/11WroEeGNB",,@StuartKarten,#ArtificialIntelligence #IEEEHEAR #IEEESXSW #SXSW2017 #AI,"840597943581319169",https://twitter.com/IEEEorg/status/840597943581319169
IEEEorg,2017-03-11 07:58,6,9,"One size does not fit all for devices. Personification of information will use data around us to customize our experiences #IEEEHEAR #SXSW pic.twitter.com/By8FrLuQkf",,,#IEEEHEAR #SXSW,"840592874873974784",https://twitter.com/IEEEorg/status/840592874873974784
IEEEorg,2017-03-11 06:59,4,10,"Have you heard about hearables? Learn how our lives will change at 9:30AM #IEEESXSW #IEEEHEAR #SXSW2017 http:// bit.ly/2mppCdp pic.twitter.com/GUIExs7y0J",,,#IEEESXSW #IEEEHEAR #SXSW2017,"840578004334047232",https://twitter.com/IEEEorg/status/840578004334047232
IEEEorg,2017-03-11 06:54,2,6,"Day 2 of #SXSW is underway! #SXSW2017 #IEEESXSW pic.twitter.com/uGaQ6p99dZ",,,#SXSW #SXSW2017 #IEEESXSW,"840576749259882497",https://twitter.com/IEEEorg/status/840576749259882497
IEEEorg,2017-03-10 12:25,28,18,"#Volkswagen has unveiled its first fully- #autonomous vehicle: http:// bit.ly/2lL0wWj via @arstechnica",,@arstechnica,#Volkswagen #autonomous,"840297458081120256",https://twitter.com/IEEEorg/status/840297458081120256
IEEEorg,2017-03-10 11:26,3,4,"Researchers can deliver vaccines directly into the cheek with a high-pressure spray capsule: http:// bit.ly/2n74FnF via @sciencemagazine .",,@sciencemagazine,,"840282610710528001",https://twitter.com/IEEEorg/status/840282610710528001
IEEEorg,2017-03-10 09:53,4,8,"Will untethered headsets reverse the #VR slump? http:// bit.ly/2lKUg0M via @techreview",,@techreview,#VR,"840259205244280834",https://twitter.com/IEEEorg/status/840259205244280834
IEEEorg,2017-03-10 09:08,9,7,"Researchers developed a #machinelearning #AI that could one day diagnose skin diseases: http:// bit.ly/2ndHncM .",,,#machinelearning #AI,"840247881110040578",https://twitter.com/IEEEorg/status/840247881110040578
IEEEorg,2017-03-10 08:30,14,19,"#TechHistory : Today in 1891, Almon B. Strowger was issued a US patent for his electromechanical switch to automate a telephone exchange.",,,#TechHistory,"840238325327892481",https://twitter.com/IEEEorg/status/840238325327892481
IEEEorg,2017-03-10 08:14,2,7,". @NASA 's Kepler gave us another look at our neighbor, TRAPPIST-1: http:// bit.ly/2m7z0Od via @physorg_com",,@NASA @physorg_com,,"840234291607007232",https://twitter.com/IEEEorg/status/840234291607007232
IEEEorg,2017-03-10 07:45,6,15,"Learn how #blockchain goes beyond #FinTech at this #sxsw2017 session http:// bit.ly/2l4WN20 #ieeesxsw pic.twitter.com/vAfv3VmH0q",,,#blockchain #FinTech #sxsw2017 #ieeesxsw,"840227219263873024",https://twitter.com/IEEEorg/status/840227219263873024
IEEEorg,2017-03-10 07:38,20,17,"Researchers used a single #atom as the world's smallest magnet and #data storage device: http:// bit.ly/2mJ1WQw via @IEEESpectrum",,@IEEESpectrum,#atom #data,"840225232174632960",https://twitter.com/IEEEorg/status/840225232174632960
IEEEorg,2017-03-10 07:20,13,11,"New #tech advances mean new #cybersecurity threats. What can you do to counter them? http:// bit.ly/IEEECyberSec #IEEECyberSec",,,#tech #cybersecurity #IEEECyberSec,"840220702531813377",https://twitter.com/IEEEorg/status/840220702531813377
IEEEorg,2017-03-10 06:24,2,4,"#TechFact : The 100th flight in shuttle program history was made by Space Shuttle Columbia.",,,#TechFact,"840206609053814785",https://twitter.com/IEEEorg/status/840206609053814785
IEEEorg,2017-03-10 05:59,1,5,"Day 1 of #SXSW is finally here! We can’t wait for all the amazing things this week. What are you most excited for? #SXSW2017 #ieeesxsw @SXSW pic.twitter.com/cBuLbrAksq",,@SXSW,#SXSW #SXSW2017 #ieeesxsw,"840200402712817664",https://twitter.com/IEEEorg/status/840200402712817664
IEEEorg,2017-03-09 13:11,16,15,"#IBM is aiming to construct a commercially available #quantumcomputer with a 50-qubit system: http:// bit.ly/2n3tYHe via @IEEESpectrum",,@IEEESpectrum,#IBM #quantumcomputer,"839946646217719808",https://twitter.com/IEEEorg/status/839946646217719808
IEEEorg,2017-03-09 12:28,8,16,"Take a peek into @NASA 's plan to finally find extraterrestrial life: http:// bit.ly/2nikSCD via @arstechnica",,@NASA @arstechnica,,"839935824489811970",https://twitter.com/IEEEorg/status/839935824489811970
IEEEorg,2017-03-09 11:14,20,19,". @Airbus recently revealed a modular, self-piloting flying car concept: http:// tcrn.ch/2lHbAno via @TechCrunch",,@Airbus @TechCrunch,,"839917203390615552",https://twitter.com/IEEEorg/status/839917203390615552
IEEEorg,2017-03-09 09:34,9,9,"This #startup is creating a visual search engine for the entire planet: http:// theatln.tc/2mmEg1Z via @TheAtlantic",,@TheAtlantic,#startup,"839892038258655232",https://twitter.com/IEEEorg/status/839892038258655232
IEEEorg,2017-03-09 09:06,4,9,"This #robotic arm won't bruise your bananas or crack your eggs while picking and packing your groceries: http:// bit.ly/2mmNf3c",,,#robotic,"839884994181009408",https://twitter.com/IEEEorg/status/839884994181009408
IEEEorg,2017-03-09 08:36,20,24,"A new process for manufacturing PV cells means cheaper #solarpower : http:// bit.ly/2mpcZxC via @physorg_com",,@physorg_com,#solarpower,"839877464126025729",https://twitter.com/IEEEorg/status/839877464126025729
IEEEorg,2017-03-09 08:30,11,15,"#TechHistory @NASA pic.twitter.com/jS6m0cIop8",,@NASA,#TechHistory,"839875952620494848",https://twitter.com/IEEEorg/status/839875952620494848
IEEEorg,2017-03-09 07:28,4,11,". @blueorigin is taking its #rocket landings out to sea: http:// bit.ly/2m6c2b4 via @PopSci",,@blueorigin @PopSci,#rocket,"839860326845775873",https://twitter.com/IEEEorg/status/839860326845775873
IEEEorg,2017-03-09 07:08,6,15,"#SpaceX has big #rockets and even bigger aspirations for #space travel. pic.twitter.com/aoNtHdxrhS",,,#SpaceX #rockets #space,"839855305047617536",https://twitter.com/IEEEorg/status/839855305047617536
IEEEorg,2017-03-09 06:18,16,20,"#TechFact : LG was founded in 1958 with the name "GoldStar".",,,#TechFact,"839842711763054592",https://twitter.com/IEEEorg/status/839842711763054592
IEEEorg,2017-03-08 13:27,9,12,"Researchers in Japan designed a tiny #robotic system that moves like a living cell: http:// bit.ly/2mBCPPz via @IEEESpectrum",,@IEEESpectrum,#robotic,"839588285160779785",https://twitter.com/IEEEorg/status/839588285160779785
IEEEorg,2017-03-08 12:24,9,9,"Underwater storage spheres could take pumped hydro #energy storage to the sea: http:// bit.ly/2mYARK1 via @arstechnica",,@arstechnica,#energy,"839572430406443008",https://twitter.com/IEEEorg/status/839572430406443008
IEEEorg,2017-03-08 11:32,5,10,"This #startup can #3Dprint a house in less than 24 hours for US $10,000: http:// bit.ly/2mYwVJk via @dailydot",,@dailydot,#startup #3Dprint,"839559344190603267",https://twitter.com/IEEEorg/status/839559344190603267
IEEEorg,2017-03-08 10:32,13,12,"#TechHistory : Today in 1979, Philips demonstrated a prototype of an optical digital audio disc called “Philips Introduces Compact Disc.”",,,#TechHistory,"839544244704591875",https://twitter.com/IEEEorg/status/839544244704591875
IEEEorg,2017-03-08 09:33,18,22,"New #tech means new #cybersecurity threats. Do you know how to counter them? http:// bit.ly/IEEECyberSec #IEEECyberSec pic.twitter.com/OqghC6uemu",,,#tech #cybersecurity #IEEECyberSec,"839529406183981060",https://twitter.com/IEEEorg/status/839529406183981060
IEEEorg,2017-03-08 09:10,5,11,". @HyperloopOne has completed the first 500 meters (1,640.42 ft) of their test track: http:// bit.ly/2lYQvQt via @verge",,@HyperloopOne @verge,,"839523609668366337",https://twitter.com/IEEEorg/status/839523609668366337
IEEEorg,2017-03-08 08:49,7,8,"#Toyota is testing a backseat driver that could save your life: http:// bit.ly/2mG3tay via @techreview",,@techreview,#Toyota,"839518324941852672",https://twitter.com/IEEEorg/status/839518324941852672
IEEEorg,2017-03-08 08:32,13,13,"#TechFact : In 1982, cosmonaut Svetlana Savitskaya became the first woman on a space station. #BeBoldForChange",,,#TechFact #BeBoldForChange,"839514047389270024",https://twitter.com/IEEEorg/status/839514047389270024
IEEEorg,2017-03-08 08:28,22,22,"For #IWD2017 we're celebrating the achievements of women and calling for women & girls to change the #STEM world. Will you #BeBoldForChange ? pic.twitter.com/Gd0GUcNlHq",,,#IWD2017 #STEM #BeBoldForChange,"839513235208482817",https://twitter.com/IEEEorg/status/839513235208482817
IEEEorg,2017-03-07 13:34,9,7,"The U.S. #Navy wants people to #hack one of their ships: http:// bit.ly/2lSPsl7 via @PSFK",,@PSFK,#Navy #hack,"839227657724301312",https://twitter.com/IEEEorg/status/839227657724301312
IEEEorg,2017-03-07 12:24,14,17,". @NASA scientists proposed a magnetic shield that would protect #Mars ' atmosphere: http:// engt.co/2lAbVsd via @engadget",,@NASA @engadget,#Mars,"839210041307721729",https://twitter.com/IEEEorg/status/839210041307721729
IEEEorg,2017-03-07 11:17,13,12,"Will #DNA be the next storage medium for information? http:// bit.ly/2mx6QzM via @PopSci",,@PopSci,#DNA,"839193180566339585",https://twitter.com/IEEEorg/status/839193180566339585
IEEEorg,2017-03-07 09:35,48,33,"Physicists developed a quantum #machinelearning #algorithm that can handle infinite dimensions: http:// bit.ly/2mhTp6F via @physorg",,@physorg,#machinelearning #algorithm,"839167513476878336",https://twitter.com/IEEEorg/status/839167513476878336
IEEEorg,2017-03-07 09:03,11,9,"With more education and employment opportunities, the time is now for women to join the #cybersecurity field: http:// bit.ly/2l80yao .",,,#cybersecurity,"839159459737894913",https://twitter.com/IEEEorg/status/839159459737894913
IEEEorg,2017-03-07 08:24,7,9,"A new Texas Hold'em #AI bot uses #deeplearning to decisively defeat human poker pros: http:// bit.ly/2lSITzh via @IEEESpectrum",,@IEEESpectrum,#AI #deeplearning,"839149644269645826",https://twitter.com/IEEEorg/status/839149644269645826
IEEEorg,2017-03-07 08:21,34,31,"#TechHistory : Today in 1926, the first successful Transatlantic #telephone call was placed between New York City and London.",,,#TechHistory #telephone,"839148889357832197",https://twitter.com/IEEEorg/status/839148889357832197
